Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Natura
Roma,2018-02-05,08:30,VIALE DELL'UMANESIMO,"(41.823239999999998,12.469469999999999)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-02-05,08:30,VIA FLAMINIA NUOVA,"(41.96087,12.47917)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,08:55,VIA GIUSEPPE AVEZZANA,"(41.91574,12.467739999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,09:00,PIAZZA S. LEONARDO DA PORTO MAURIZIO,"(41.783189999999998,12.365410000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,09:25,LARGO PRENESTE,"(41.892560000000003,12.54196)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,09:40,VIA LUIGI TOSTI,"(41.873730000000002,12.52012)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,09:50,VIA DEL PLEBISCITO,"(41.896299999999997,12.48038)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,10:00,PIAZZA CONCA D'ORO,"(41.939109999999999,12.527480000000001)",0,2,0,1,Fuoriuscita dalla sede stradale
Roma,2018-02-05,10:00,VIA OTTAVIO GASPARRI,"(41.87818,12.441929999999999)",2,0,0,0,Tamponamento
Roma,2018-02-05,10:15,LUNGOTEVERE RAFFAELLO SANZIO,"(41.890920000000001,12.47153)",2,1,0,0,Tamponamento Multiplo
Roma,2018-02-05,10:20,VIA DEMETRIADE,"(41.863340000000001,12.540480000000001)",3,1,0,0,Tamponamento
Roma,2018-02-05,10:30,VIA PRENESTINA,"(41.894959999999998,12.57136)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-02-05,11:35,VIA DELLA VALLE DEI FONTANILI,"(41.922800000000002,12.410539999999999)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,11:50,VIA LUCHINO DAL VERME,"(41.888689999999997,12.536659999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-05,12:20,VIA DEI MONTI DI PIETRALATA,"(41.922690000000003,12.531180000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,12:30,VIALE DI TOR DI QUINTO,"(41.938319999999997,12.4786)",1,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,13:00,VIA DEL ROSMARINO,"(41.786859999999997,12.354430000000001)",2,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,13:10,VIA DELLA LUNGARA,"(41.893949999999997,12.466290000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,13:20,VIA DELLA MAGLIANA,"(41.834040000000002,12.424300000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,13:30,VIA CESARE FRACASSINI,"(41.923340000000003,12.47015)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-05,13:30,VIA DELLA MAGLIANA,"(41.84234,12.45478)",4,0,0,0,Tamponamento Multiplo
Roma,2018-02-05,13:35,VIA SAN QUINTINO,"(41.890169999999998,12.50774)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,13:45,LARGO DELLA SANITA' MILITARE,"(41.886110000000002,12.49567)",1,1,0,0,Tamponamento
Roma,2018-02-05,14:15,VIA DI BRAVETTA,"(41.871670000000002,12.42221)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-05,14:40,VIA EDMONDO DE AMICIS,"(41.932479999999998,12.44877)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-05,15:18,PIAZZA GALENO,"(41.910730000000001,12.509259999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,15:20,VIA MARIO PASTORE,"(41.850340000000003,12.607189999999999)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-05,15:30,VIA FILIPPO SERAFINI,"(41.8613,12.572710000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-05,15:40,CORSO D'ITALIA,"(41.910870000000003,12.49713)",3,0,0,0,Tamponamento
Roma,2018-02-05,15:45,PIAZZALE DI PONTE MILVIO,"(41.936689999999999,12.46668)",0,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-02-05,15:45,VIALE AMERICA,"(41.831650000000003,12.46144)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,15:50,VIA RODOLFO LANCIANI,"(41.920909999999999,12.522970000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,16:00,VIA RAIMONDO SCINTU,"(41.854570000000002,12.580019999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,16:10,LUNGOTEVERE GRANDE A.GLIO THAON DI REVEL,"(41.932679999999998,12.464740000000001)",1,0,0,0,Tamponamento
Roma,2018-02-05,16:15,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,16:30,VIA DELLA MAGLIANELLA,"(41.9054,12.38227)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,16:30,VIA PRENESTINA,"(41.893279999999997,12.6165)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,16:35,VIALE PALMIRO TOGLIATTI,"(45.396999999999998,9.6440000000000001)",2,0,0,0,Tamponamento
Roma,2018-02-05,16:40,VIA DELLA GIULIANA,"(41.914990000000003,12.453620000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,16:45,VIALE DEI ROMAGNOLI,"(41.769129999999997,12.32241)",3,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,16:50,VIA BERNARDO BLUMENSTIHL,"(41.936450000000001,12.44182)",6,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-05,17:30,VIA DEL FOSSO DI DRAGONCELLO,"(41.757010000000001,12.32991)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,17:40,VIA RAIMONDO SCINTU,"(41.854570000000002,12.580019999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,17:50,VIA DEI PRATI DEI PAPA,"(41.866079999999997,12.466850000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,18:05,VIALE BRUNO RIZZIERI,"(41.851860000000002,12.583220000000001)",6,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,18:20,VIALE DELLA SORBONA,"(41.854660000000003,12.61209)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,18:30,VIA PORTUENSE,"(41.827869999999997,12.354810000000001)",2,0,0,0,Tamponamento
Roma,2018-02-05,18:50,VIA TUSCOLANA,"(41.855960000000003,12.56359)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,19:00,VIA DI MALAFEDE,"(41.792679999999997,12.38932)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-05,19:00,VIA FLAVIA,"(41.906709999999997,12.49649)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,19:05,VIA DEI DURANTINI,"(41.909170000000003,12.54241)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-05,19:10,VIALE DELLO STADIO OLIMPICO,"(41.929900000000004,12.45417)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-05,19:20,VIA DI BACCANELLO,"(42.062939999999998,12.354760000000001)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-05,19:30,VIA VAL DI SANGRO,"(41.944580000000002,12.52191)",0,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-05,19:30,VIA VILLABATE,"(41.869250000000001,12.651439999999999)",1,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-05,19:45,VIA DI TORRENOVA,"(41.864789999999999,12.618930000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,20:10,PIAZZA APOLLODORO,"(41.929020000000001,12.470050000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,20:20,VIALE GIUSEPPE CAPPI,"(41.945439999999998,12.588520000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-05,22:35,VIA TIBURTINA,"(41.925640000000001,12.57376)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-05,23:30,VIALE DEI ROMAGNOLI,"(41.769129999999997,12.32241)",0,0,1,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-06,00:30,VIA PIEVE DI CADORE,"(41.939729999999997,12.4382)",0,1,0,0,Infortunio per caduta del veicolo
Roma,2018-02-06,03:00,VIA DEGLI AGROSTEMMI,"(41.710720000000002,12.584899999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-06,03:09,VIA GIOVANNI BATTISTA MORGAGNI,"(41.909799999999997,12.51055)",0,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-02-06,03:25,VIALE DI TOR DI QUINTO,"(41.945790000000002,12.48645)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-06,05:15,CIRCONVALLAZIONE NOMENTANA,"(41.918500000000002,12.527200000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-06,07:35,VIA BERNARDINO RAMAZZINI,"(41.866639999999997,12.45045)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,07:40,VIA CAPO PALINURO,"(41.735930000000003,12.286479999999999)",2,0,0,0,Infortunio per sola frenata improvvisa
Roma,2018-02-06,07:45,PIAZZA TUSCOLO,"(41.880490000000002,12.50888)",2,0,0,0,Tamponamento
Roma,2018-02-06,08:05,VIA DI CASAL DEL MARMO,"(41.942149999999998,12.38899)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,09:15,VIALE OXFORD,"(41.857120000000002,12.62561)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,09:20,VIA FEDERICO OZANAM,"(41.876869999999997,12.44946)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,09:30,PIAZZA GIOVANNI WINCKELMANN,"(41.921430000000001,12.52219)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-06,09:35,PIAZZALE CLODIO,"(41.918080000000003,12.455970000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,09:35,VIA DELLA MERCEDE,"(41.903689999999997,12.48208)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,10:25,VIALE TELESE,"(41.892029999999998,12.548120000000001)",1,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-02-06,10:50,VIA DI PONTE LADRONE,"(41.785519999999998,12.378299999999999)",5,0,0,0,Tamponamento
Roma,2018-02-06,10:50,VIA DI BACCANELLO,"(42.066659999999999,12.34186)",2,1,0,0,Tamponamento Multiplo
Roma,2018-02-06,11:00,VIA CASTELVETRANO,"(41.856520000000003,12.66614)",1,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,11:00,PIAZZA PIO PECCHIAI,"(41.883180000000003,12.556760000000001)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-06,11:10,VIA PIETRO MAFFI,"(41.923380000000002,12.41774)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-06,11:20,VIA SALARIA,"(41.911549999999998,12.49812)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,11:35,VIA DI VERMICINO,"(41.856830000000002,12.67548)",2,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-06,12:05,VIA DELLE ISOLE CURZOLANE,"(41.950449999999996,12.52692)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,12:08,VIA ROBERTO LEPETIT,"(41.888480000000001,12.586040000000001)",1,2,0,0,Investimento di pedone
Roma,2018-02-06,12:10,VIA PIETRO BELON,"(41.870190000000001,12.59103)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,12:30,VIALE DEI COLLI PORTUENSI,"(41.866750000000003,12.444039999999999)",1,0,0,0,Tamponamento
Roma,2018-02-06,12:45,VIA DI BOCCEA,"(41.922029999999999,12.372960000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,13:00,PIAZZA ATTILIO PECILE,"(41.8688,12.485749999999999)",2,0,0,0,Tamponamento
Roma,2018-02-06,13:05,VIA FLAMINIA,"(41.970390000000002,12.491569999999999)",2,3,0,0,Tamponamento Multiplo
Roma,2018-02-06,13:40,PIAZZALE PORTUENSE,"(41.846960000000003,12.414020000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,13:45,VIA NOMENTANA,"(41.957889999999999,12.57281)",2,0,0,0,Tamponamento Multiplo
Roma,2018-02-06,13:45,VIALE DELLE TERME DI CARACALLA,"(41.878889999999998,12.495200000000001)",0,3,0,0,Veicolo in marcia contro veicoli in arresto
Roma,2018-02-06,14:00,VIALE DELLA PRIMAVERA,"(41.884369999999997,12.56113)",1,1,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-06,14:05,VIA MONTE ZEBIO,"(41.918759999999999,12.46522)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,14:20,VIA CASILINA,"(41.884369999999997,12.530720000000001)",1,1,0,0,Tamponamento
Roma,2018-02-06,14:35,VIA DI MACCHIA SAPONARA,"(41.769269999999999,12.35661)",3,1,0,0,Tamponamento
Roma,2018-02-06,14:45,VIA COLLATINA,"(41.90484,12.605829999999999)",1,1,0,0,Tamponamento
Roma,2018-02-06,15:00,VIA MARCANTONIO RAIMONDI,"(41.8583,12.602779999999999)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-02-06,15:00,LARGO CESARE BERTOLLA,"(41.782510000000002,12.360390000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,15:10,VIA AURELIA ANTICA,"(41.890160000000002,12.4346)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-06,15:10,VIALE AMERICA,"(41.830979999999997,12.46294)",3,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-02-06,15:10,LARGO BRINDISI,"(41.885379999999998,12.5108)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,15:15,VIA DI BOCCEA,"(41.914340000000003,12.385820000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,15:30,VIALE GIUSTINIANO IMPERATORE,"(41.855400000000003,12.486969999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,15:53,VIA TOR DE' SCHIAVI,"(41.890650000000001,12.560589999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,16:10,VIA SABINIANO,"(41.894109999999998,12.441689999999999)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-06,16:15,VIA DELLA BALDUINA,"(41.91872,12.44145)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,16:25,VIA PRENESTINA,"(41.893349999999998,12.58113)",0,2,0,0,Tamponamento
Roma,2018-02-06,16:40,VIA TIBERINA,"(42.011130000000001,12.502190000000001)",4,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,16:42,VIA GIROLAMO DANDINI,"(41.874020000000002,12.48925)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,17:10,VIALE PALMIRO TOGLIATTI,"(41.884300000000003,12.573560000000001)",2,2,0,0,Tamponamento
Roma,2018-02-06,17:15,VIA TOR DE' SCHIAVI,"(41.890709999999999,12.560639999999999)",1,1,0,0,Tamponamento
Roma,2018-02-06,17:30,VIA DEI SETTE METRI,"(41.81664,12.6082)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,18:05,VIA ELENIANA,"(41.890349999999998,12.51468)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,18:20,LUNGOTEVERE FLAMINIO,"(41.923749999999998,12.466049999999999)",5,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-06,18:40,VIA SALARIA,"(41.98601,12.517239999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,18:50,VIA TUSCOLANA,"(41.855379999999997,12.565329999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-06,19:15,VIALE DI VIGNA PIA,"(41.863210000000002,12.459390000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,19:40,VIA DI CASAL DEL MARMO,"(41.942149999999998,12.38861)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-06,20:00,PIAZZA BOLOGNA,"(41.913049999999998,12.520619999999999)",3,0,0,0,Tamponamento
Roma,2018-02-06,20:00,VIA DI TOR BELLA MONACA,"(41.878480000000003,12.623749999999999)",1,1,0,0,Tamponamento
Roma,2018-02-06,20:00,VIA DEL MAGGIOLINO,"(41.896360000000001,12.60674)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-06,20:25,VIALE DI CASTEL PORZIANO,"(41.738419999999998,12.37571)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,21:40,VIALE DI S. PAOLO,"(41.859499999999997,12.4749)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-06,22:15,VIA VALSUGANA,"(41.932470000000002,12.52599)",2,0,0,0,Investimento di pedone
Roma,2018-02-07,00:30,VIA TIBURTINA,"(41.917099999999998,12.563230000000001)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,00:30,CIRCONVALLAZIONE TIBURTINA,"(41.89931,12.527900000000001)",0,2,0,1,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,01:30,LARGO PRENESTE,"(41.892629999999997,12.54176)",2,0,1,0,Investimento di pedone
Roma,2018-02-07,06:50,VIA TUSCOLANA,"(41.869300000000003,12.538)",0,2,0,0,Investimento di pedone
Roma,2018-02-07,06:50,VIA TRIONFALE,"(41.969340000000003,12.409039999999999)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,07:40,VIA NOLA,"(41.887329999999999,12.514860000000001)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,07:50,VIA TRIONFALE,"(41.944310000000002,12.41855)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,08:00,VIALE BRUNO PELIZZI,"(41.861510000000003,12.575620000000001)",2,0,0,0,Tamponamento
Roma,2018-02-07,08:00,VIALE DI S. PAOLO,"(41.859499999999997,12.4749)",3,0,0,0,Tamponamento
Roma,2018-02-07,08:10,VIA TUSCOLANA,"(41.870989999999999,12.53542)",0,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-02-07,08:10,VIA FLAMINIA,"(41.941920000000003,12.471830000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,08:15,VIA DI GROTTAROSSA,"(41.973010000000002,12.46002)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,08:45,VIA DI LUNGHEZZINA,"(41.926409999999997,12.678190000000001)",0,1,0,0,Fuoriuscita dalla sede stradale
Roma,2018-02-07,08:45,VIA DI PORTONACCIO,"(41.905900000000003,12.53533)",2,1,0,0,Tamponamento
Roma,2018-02-07,08:50,VIALE DELL'OCEANO ATLANTICO,"(41.820149999999998,12.470610000000001)",1,1,0,0,Tamponamento
Roma,2018-02-07,08:50,VIA DELLE GIUNCHIGLIE,"(41.879669999999997,12.56503)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,08:50,VIA MOLFETTA,"(41.890340000000002,12.57446)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,08:50,VIA PINCIANA,"(41.915019999999998,12.493969999999999)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,09:05,PIAZZA ELIO RUFINO,"(41.858469999999997,12.496740000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,09:15,VIA ANGELO EMO,"(41.903170000000003,12.44401)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,09:20,VIA PORTUENSE,"(41.85765,12.44745)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,09:30,VIA GIOVANNI BATTISTA DE ROSSI,"(41.916249999999998,12.51675)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,10:00,VIA PIAZZA ARMERINA,"(41.866190000000003,12.66981)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-02-07,10:00,VIA ODERISI DA GUBBIO,"(41.865900000000003,12.4655)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,10:45,VIA DI CASTEL FUSANO,"(41.747799999999998,12.31099)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,10:50,VIA DELLA BALDUINA,"(41.922370000000001,12.43829)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,11:00,LARGO DEI COLLI ALBANI,"(41.870080000000002,12.529170000000001)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-02-07,12:30,VIA PRENESTINA,"(41.893459999999997,12.61059)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,12:30,VIA FRASSINETO,"(41.999960000000002,12.486510000000001)",3,0,0,0,Tamponamento
Roma,2018-02-07,12:45,VIA CARLO ARTURO JEMOLO,"(41.948480000000004,12.58647)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,13:00,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.886870000000002,12.50672)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,13:00,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,13:00,VIA DI BRAVETTA,"(41.876280000000001,12.425789999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,13:30,VIALE DI TOR DI QUINTO,"(41.944710000000001,12.478479999999999)",3,0,0,0,Tamponamento
Roma,2018-02-07,14:00,VIALE GIULIO CESARE,"(41.912080000000003,12.469749999999999)",1,1,0,0,Tamponamento Multiplo
Roma,2018-02-07,14:00,VIA CASTELFONDO,"(41.730110000000003,12.37668)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,14:20,VIA AMLETO PALERMI,"(41.96396,12.53825)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,14:20,VIA MAIELLA,"(41.934989999999999,12.534840000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,14:20,VIA DEL FOSSO DELLA MAGLIANA,"(41.842770000000002,12.409929999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,14:40,VIA APPIA NUOVA,"(41.874139999999997,12.524089999999999)",2,0,0,0,Tamponamento
Roma,2018-02-07,14:50,VIA CARLO BOTTA,"(41.891559999999998,12.500690000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,15:00,VIA DI TOR TRE TESTE,"(41.879759999999997,12.594329999999999)",0,1,0,0,Fuoriuscita dalla sede stradale
Roma,2018-02-07,15:00,VIA QUIRINO MAJORANA,"(41.869909999999997,12.460979999999999)",4,0,0,0,Tamponamento Multiplo
Roma,2018-02-07,15:10,VIA CERNAIA,"(41.90549,12.49872)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,15:10,VIA DI LUNGHEZZINA,"(41.929630000000003,12.707039999999999)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-02-07,15:15,VIA FREGENE,"(41.88259,12.51088)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,15:20,VIALE GUGLIELMO MASSAIA,"(41.8626,12.49309)",3,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-02-07,15:30,VIA AURELIA,"(41.898009999999999,12.42346)",1,1,0,0,Tamponamento
Roma,2018-02-07,15:30,VIA COLLATINA,"(41.922339999999998,12.66611)",2,0,0,0,Tamponamento
Roma,2018-02-07,15:30,VIA FLAMINIA,"(41.941920000000003,12.471830000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,16:00,VIA ANTONIO LOTTI,"(41.751249999999999,12.380879999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,16:05,VIA CONCORDIA,"(41.876460000000002,12.509779999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,16:12,VIA DELLA CISA,"(41.93591,12.53923)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,16:50,VIA NEMORENSE,"(41.926969999999997,12.51052)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-02-07,16:50,VIALE DELLE GALLINE BIANCHE,"(41.997210000000003,12.487080000000001)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,17:05,VIA ERNESTO BOEZI,"(41.736840000000001,12.363)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,17:15,NUOVA CIRCONVALLAZIONE INTERNA,"(41.908529999999999,12.53379)",2,0,0,0,Tamponamento
Roma,2018-02-07,17:30,PIAZZA VITTORIO EMANUELE II,"(41.893790000000003,12.505789999999999)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,17:30,VIA GIACINTO DE VECCHI PIERALICE,"(41.900640000000003,12.43942)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,17:30,VIA TIBURTINA,"(41.908439999999999,12.539759999999999)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,17:30,VIA DI PORTONACCIO,"(41.90484,12.53589)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-02-07,17:45,VIALE MANLIO GELSOMINI,"(41.879399999999997,12.48096)",1,1,0,0,Investimento di pedone
Roma,2018-02-07,17:48,VIA RAVENNA,"(41.913249999999998,12.51698)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,17:50,PASSEGGIATA DEL GIANICOLO,"(41.893590000000003,12.460570000000001)",4,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-02-07,17:50,VIALE BRUNO PELIZZI,"(41.858490000000003,12.580909999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-02-07,18:00,VIA CRISTOFORO COLOMBO,"(41.83305,12.47082)",1,2,0,0,Investimento di pedone
Roma,2018-02-07,18:10,VIA ODERISI DA GUBBIO,"(41.865900000000003,12.4655)",0,2,0,0,Investimento di pedone
Roma,2018-02-07,18:15,VIA FONTEIANA,"(41.88073,12.45426)",1,1,0,0,Investimento di pedone
