Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-07-04,18:15,VIALE LEONARDO DA VINCI ,"(38.126734,13.314763)",,3,,,,,,,,,
Palermo,2018-07-04,17:30,VIA TOMMASO NATALE ,"(38.18822,13.28835)",,,,,,,,,,,
Palermo,2018-07-04,21:20,VIA DUCA DELLA VERDURA ,"(38.134314,13.352279)",,1,,,,,,,,,
Palermo,2018-07-05,09:10,VIALE LAZIO ,"(38.142889,13.340225)",,1,,,,,,,,,
Palermo,2018-07-05,15:00,VIALE ERCOLE ,"(38.160003,13.34142)",,1,,,,,,,,,
Palermo,2018-07-05,15:25,PIAZZA LEONI ,"(38.146798,13.343812)",,1,,,,,,,,,
Palermo,2018-07-05,12:50,VIA DI MARIA EUGENIO GEN. ,"(38.131852,13.342421)",,1,,,,,,,,,
Palermo,2018-07-05,17:50,VIA SAMMARTINO ,"(38.126953,13.348637)",,1,,,,,,,,,
Palermo,2018-07-05,22:20,VIA CALASCIBETTA ,"(38.115864,13.365797)",,,,,,,,,,,
Palermo,2018-07-05,17:20,VIA NOTARBARTOLO EMANUELE ,"(38.132632,13.345988)",,1,,,,,,,,,
Palermo,2018-07-06,08:20,VIA ONORATO CARMELO ,"(38.109083,13.345259)",,1,,,,,,,,,
Palermo,2018-06-27,10:10,VIA SCIMONELLI IGNAZIO ,"(38.121574,13.345756)",,,,,,,,,,,
Palermo,2018-07-04,15:30,PIAZZA GIULIO CESARE ,"(38.110151,13.365362)",,,,,,,,,,,
Palermo,2018-06-26,12:00,VIA SENOCRATE DI AGRIGENTO ,"(38.181272,13.317728)",,,,,,,,,,,
Palermo,2018-07-06,10:30,VIALE REGIONE SICILIANA S.E. ,"(38.106489,13.330109)",,3,,,,,,,,,
Palermo,2018-07-06,12:20,CORSO CALATAFIMI ,"(38.111088,13.350064)",,,,,,,,,,,
Palermo,2018-06-30,02:10,VIA LANZA DI SCALEA GIUSEPPE ,"(38.17756,13.308767)",,1,,,,,,,,,
Palermo,2018-07-06,12:30,CORSO CALATAFIMI ,"(38.093017,13.30686)",,1,,,,,,,,,
Palermo,2018-07-06,14:00,VIA MESSINA MONTAGNE ,"(38.082964,13.430329)",,1,,,,,,,,,
Palermo,2018-07-06,19:15,VIA PARTANNA MONDELLO ,"(38.196175,13.311102)",,1,,,,,,,,,
Palermo,2018-07-07,04:50,VIALE ERCOLE ,"(38.160635,13.341083)",,,,,,,,,,,
Palermo,2018-07-07,09:00,VIA TRASSELLI CARMELO ,"(38.105633,13.339267)",,1,,,,,,,,,
Palermo,2018-07-07,12:50,PIAZZA MONDELLO ,"(38.20756,13.327002)",,,,,,,,,,,
Palermo,2018-07-07,13:00,VIA NOTARBARTOLO EMANUELE ,"(38.132668,13.346138)",,1,,,,,,,,,
Palermo,2018-07-07,16:30,VIA RUGGERI LEONARDO ,"(38.124161,13.318098)",,2,,,,,,,,,
Palermo,2018-07-07,12:11,VIA ZANDONAI RICCARDO ,"(38.133604,13.339162)",,1,,,,,,,,,
Palermo,2018-07-07,17:00,VIA DE COSMI GIOVANNI AGOSTINO ,"(38.139171,13.350472)",,1,,,,,,,,,
Palermo,2018-07-07,20:00,VIA DEI QUARTIERI ,"(38.16266,13.328476)",,1,,,,,,,,,
Palermo,2018-07-08,10:15,VIALE ERCOLE ,"(38.160635,13.341083)",,1,,,,,,,,,
Palermo,2018-07-08,12:05,VIA CIRRINCIONE ANDREA ,"(38.146228,13.354054)",,1,,,,,,,,,
Palermo,2018-07-07,12:15,VIA PRINCIPE DI VILLAFRANCA ,"(38.126,13.351259)",,,,,,,,,,,
Palermo,2018-07-08,19:00,VIALE MARGHERITA DI SAVOIA,"(38.182873,13.333958)",,1,,,,,,,,,
Palermo,2018-07-09,09:20,VIA UDITORE ,"(38.131845,13.324005)",,1,,,,,,,,,
Palermo,2018-07-09,08:15,VIALE DE GASPERI ALCIDE ,"(38.149142,13.332934)",,,,,,,,,,,
Palermo,2018-07-09,10:50,VIALE STRASBURGO ,"(38.150953,13.331712)",,1,,,,,,,,,
Palermo,2018-07-09,12:00,VIA MESSINA MARINE ,"(38.097961,13.411293)",,3,,,,,,,,,
Palermo,2018-07-09,13:50,VIA MESSINA MARINE ,"(38.107995,13.381328)",,2,,,,,,,,,
Palermo,2018-07-06,11:25,VIALE REGIONE SICILIANA ,"(38.122678,13.328994)",,,,,,,,,,,
Palermo,2018-07-09,13:30,CORSO DEI MILLE ,"(38.092582,13.409842)",,2,,,,,,,,,
Palermo,2018-07-07,17:40,PIAZZA VALDESI ,"(38.196648,13.331718)",,,,,,,,,,,
Palermo,2018-07-08,03:50,PIAZZA AMENDOLA GIOVANNI ,"(38.122486,13.350795)",,,,,,,,,,,
Palermo,2018-07-09,14:45,VIALE PRINCIPESSA IOLANDA ,"(38.193901,13.334208)",,1,,,,,,,,,
Palermo,2018-07-09,23:40,VIALE REGIONE SICILIANA N.O. ,"(38.128039,13.329941)",,,,,,,,,,,
Palermo,2018-07-09,17:45,VIA CASTELLANA ,"(38.125708,13.297195)",,,,,,,,,,,
Palermo,2018-07-06,12:00,VIA DANTE ,"(38.122959,13.347555)",,1,,,,,,,,,
Palermo,2018-07-09,13:00,VIA PAZIENZA ,"(38.20035,13.318222)",,1,,,,,,,,,
Palermo,2018-07-10,07:35,CORSO TUKORY ,"(38.108706,13.358194)",,1,,,,,,,,,
Palermo,2018-07-05,15:40,VIALE DEL FANTE ,"(38.150091,13.342112)",,,,,,,,,,,
Palermo,2018-07-09,17:00,VIALE MARGHERITA DI SAVOIA ,"(38.196092,13.331877)",,2,,,,,,,,,
Palermo,2018-07-10,09:00,VIALE LEONARDO DA VINCI ,"(38.125952,13.303863)",,,,,,,,,,,
Palermo,2018-06-22,14:00,VIALE MICHELANGELO,"(38.136288,13.316676)",,,,,,,,,,,
Palermo,2018-07-08,09:50,VIA CALVI PASQUALE ,"(38.13012,13.354945)",,,,,,,,,,,
Palermo,2018-07-10,14:20,VIA D'ANNUNZIO GABRIELE ,"(38.138416,13.346004)",,,,,,,,,,,
Palermo,2018-07-10,15:50,VIA PANTALICA ,"(38.125734,13.292542)",,1,,,,,,,,,
Palermo,2018-07-10,16:30,VIA AGESIA DI SIRACUSA ,"(38.182353,13.316964)",,,,,,,,,,,
Palermo,2018-07-10,18:00,VIA ARCHIMEDE ,"(38.128448,13.354086)",,1,,,,,,,,,
Palermo,2018-07-04,09:55,VIA CASSARA' ANTONINO ,"(38.151617,13.340635)",,,,,,,,,,,
Palermo,2018-07-11,08:30,VIA BORDONARO ,"(38.165348,13.367687)",,1,,,,,,,,,
Palermo,2018-07-09,20:00,VIALE REGIONE SICILIANA ,"(38.11801,13.328838)",,,,,,,,,,,
Palermo,2018-05-19,19:05,VIA DUCA DELLA VERDURA ,"(38.134358,13.352339)",,1,,,,,,,,,
Palermo,2018-07-11,08:45,VIALE DEI PICCIOTTI ,"(38.105106,13.382441)",,1,,,,,,,,,
Palermo,2018-07-11,12:20,VIALE DUCA DEGLI ABRUZZI ,"(38.170264,13.327856)",,1,,,,,,,,,
Palermo,2018-07-01,17:30,VIA PACINOTTI ANTONIO ,"(38.129207,13.335575)",,,,,,,,,,,
Palermo,2018-07-07,17:00,VIA DELLE CROCI ,"(38.13183,13.355206)",,,,,,,,,,,
Palermo,2018-07-11,14:15,VIA ARCHIMEDE ,"(38.128798,13.354863)",,1,,,,,,,,,
Palermo,2018-07-11,16:05,VIA PRINCIPE DI PALAGONIA ,"(38.135242,13.336082)",,1,,,,,,,,,
Palermo,2018-07-11,16:05,VIA SALAMONE MARINO SALVATORE ,"(38.107831,13.360372)",,,,,,,,,,,
Palermo,2018-07-11,20:00,VIA BARACCA FRANCESCO ,"(38.108956,13.304852)",,1,,,,,,,,,
Palermo,2018-07-11,21:50,VIALE DELL'OLIMPO ,"(38.189129,13.319708)",,3,,,,,,,,,
Palermo,2018-07-12,03:50,VIA DELLA LIBERTA' ,"(38.143816,13.343128)",,,,,,,,,,,
Palermo,2018-07-12,09:00,VIA DANTE ,"(38.122885,13.347549)",,1,,,,,,,,,
Palermo,2018-07-12,10:00,VIA DELL'ERMELLINO ,"(38.086611,13.364573)",,,,,,,,,,,
Palermo,2018-07-12,10:40,VIA LINCOLN ,"(38.112616,13.370056)",,2,,,,,,,,,
Palermo,2018-07-12,11:30,VIA MONTEPELLEGRINO ,"(38.139258,13.357613)",,1,,,,,,,,,
Palermo,2018-07-12,13:15,VIALE MARGHERITA DI SAVOIA ,"(38.19012,13.332581)",,,,,,,,,,,
Palermo,2018-07-12,12:00,VIA DALLA CHIESA C. A. GEN. ,"(38.13357,13.352916)",,3,,,,,,,,,
Palermo,2018-07-12,15:20,VIALE REGIONE SICILIANA S.E. ,"(38.086966,13.356834)",,,,,,,,,,,
Palermo,2018-07-12,14:25,VIA BARBARIGO AGOSTINO ,"(38.189875,13.347031)",,,,,,,,,,,
Palermo,2018-07-12,19:15,VIALE VENERE ,"(38.188963,13.323398)",,,,,,,,,,,
Palermo,2018-07-12,21:55,VIA DAMMUSO ,"(38.201341,13.28049)",,4,,,,,,,,,
Palermo,2018-07-13,02:15,VIA MESSINA MARINE ,"(38.097472,13.416763)",,1,,,,,,,,,
Palermo,2018-07-13,07:15,CORSO RE RUGGERO ,"(38.10913,13.353956)",,,,,,,,,,,
Palermo,2018-07-13,09:00,PIAZZA PONTE DELL'AMMIRAGLIO ,"(38.104681,13.374551)",,1,,,,,,,,,
Palermo,2018-07-13,11:00,VIA PARISI ENRICO ,"(38.125908,13.352332)",,1,,,,,,,,,
Palermo,2018-07-12,12:35,VIA CRISPI FRANCESCO ,"(38.127042,13.362338)",,1,,,,,,,,,
Palermo,2018-07-13,13:30,VIA SERRADIFALCO ,"(38.127844,13.337595)",,,,,,,,,,,
Palermo,2018-07-13,17:15,VIA IMERA ,"(38.117016,13.348714)",,,,,,,,,,,
Palermo,2018-07-11,22:00,VIA S.CRISTOFORO ,"(38.113916,13.364536)",,,,,,,,,,,
Palermo,2018-07-13,18:30,VIALE REGIONE SICILIANA N.O. ,"(38.136356,13.331019)",,2,,,,,,,,,
Palermo,2018-07-13,19:10,VIALE REGIONE SICILIANA S.E. ,"(38.088322,13.365658)",,1,,,,,,,,,
Palermo,2018-07-13,21:50,VIALE DELLE PALME ,"(38.19545,13.335048)",,2,,,,,,,,,
Palermo,2018-07-14,17:45,VIA DI MARZO GIOACCHINO ,"(38.134147,13.347378)",,1,,,,,,,,,
Palermo,2018-07-14,17:45,VIA MORELLO NUNZIO ,"(38.13146,13.344811)",,1,,,,,,,,,
Palermo,2018-07-15,00:55,VIALE NICOLETTI ROSARIO ,"(38.189035,13.295252)",,2,,,,,,,,,
Palermo,2018-07-15,01:15,VIA CRISPI FRANCESCO ,"(38.127017,13.362437)",,1,,,,,,,,,
Palermo,2018-07-15,14:40,VIA PRINCIPE DI PATERNO' ,"(38.140184,13.341954)",,2,,,,,,,,,
Palermo,2018-07-16,00:25,VIA CORSELLI ,"(38.096564,13.397596)",,,,,,,,,,,
Palermo,2018-07-13,19:15,VIALE VENERE ,"(38.190065,13.332138)",,1,,,,,,,,,
Palermo,2018-07-13,20:15,PIAZZA CELLINI BENVENUTO ,"(38.137667,13.309372)",,,,,,,,,,,
Palermo,2018-07-14,00:40,CORSO DEI MILLE ,"(38.110106,13.369446)",,2,,,,,,,,,
Palermo,2018-07-14,00:30,CORSO DEI MILLE ,"(38.110117,13.369411)",,2,,,,,,,,,
Palermo,2018-07-15,03:00,VIALE ERCOLE ,"(38.160635,13.341083)",,,,,,,,,,,
Palermo,2018-07-14,02:00,VIA DEL VESPRO ,"(38.105283,13.362726)",,1,,,,,,,,,
Palermo,2018-07-09,13:30,VIALE MICHELANGELO ,"(38.136782,13.317536)",,,,,,,,,,,
Palermo,2018-07-14,02:30,VIALE PRINCIPESSA MARIA ,"(38.195466,13.335076)",,2,,,,,,,,,
Palermo,2018-07-15,16:05,VIA RESTIVO EMPEDOCLE ,"(38.141991,13.337419)",,1,,,,,,,,,
Palermo,2018-07-15,17:45,VIA LI BASSI GIUSEPPE ,"(38.100292,13.352897)",,2,,,,,,,,,
Palermo,2018-07-16,16:45,VIA ALBANESE ENRICO ,"(38.130083,13.354947)",,,,,,,,,,,
Palermo,2018-07-16,17:50,VIALE REGINA ELENA ,"(38.206062,13.325281)",,1,,,,,,,,,
Palermo,2018-07-17,07:40,VIA S.LORENZO ,"(38.168786,13.312337)",,1,,,,,,,,,
Palermo,2018-07-17,10:00,CORSO CALATAFIMI ,"(38.10822,13.34299)",,1,,,,,,,,,
Palermo,2018-07-17,10:35,VIALE LAZIO ,"(38.141149,13.334597)",,1,,,,,,,,,
Palermo,2018-07-17,12:40,VIA DI BLASI E. GIOVANNI ,"(38.124857,13.315918)",,,,,,,,,,,
Palermo,2018-07-17,12:10,VIALE MARGHERITA DI SAVOIA ,"(38.182567,13.334185)",,1,,,,,,,,,
Palermo,2018-07-17,14:00,VIA MESSINA MONTAGNE ,"(38.082902,13.430438)",,1,,,,,,,,,
Palermo,2018-07-17,17:35,VIA MARINAI ALLIATA ,"(38.189554,13.328334)",,,,,,,,,,,
Palermo,2018-07-17,19:55,LUNGOMARE COLOMBO CRISTOFORO ,"(38.19561,13.336892)",,2,,,,,,,,,
Palermo,2018-07-17,20:20,VIALE VENERE ,"(38.189983,13.332274)",,1,,,,,,,,,
Palermo,2018-07-17,21:45,VIA MONTE ERCTA ,"(38.178827,13.335258)",,1,,,,,,,,,
Palermo,2018-07-18,02:15,VIALE REGIONE SICILIANA N.O. ,"(38.127007,13.329816)",,2,,,,,,,,,
Palermo,2018-07-18,07:00,VIALE ERCOLE ,"(38.166293,13.339357)",,1,,,,,,,,,
Palermo,2018-07-17,11:30,VIALE MARGHERITA DI SAVOIA ,"(38.176288,13.336068)",,,,,,,,,,,
Palermo,2018-07-18,08:30,VIA DUCA DELLA VERDURA ,"(38.134353,13.352272)",,,,,,,,,,,
Palermo,2018-07-18,10:00,VIA MESSINA MARINE,"(38.096531,13.427669)",,1,,,,,,,,,
Palermo,2018-06-19,13:25,VIA AFRICA,"(38.154633,13.332345)",,,,,,,,,,,
Palermo,2018-07-18,13:00,VIA PARTANNA MONDELLO,"(38.191997,13.30141)",,1,,,,,,,,,
Palermo,2018-07-16,10:20,VIA BADIA,"(38.138375,13.317274)",,1,,,,,,,,,
Palermo,2018-07-16,11:00,VIA LA MASA GIUSEPPE ,"(38.125373,13.361975)",,,,,,,,,,,
Palermo,2018-07-17,12:05,VIALE PRINCIPE DI SCALEA ,"(38.196976,13.330743)",,,,,,,,,,,
Palermo,2018-07-18,00:15,VIALE REGIONE SICILIANA S.E.,"(38.095576,13.336652)",,2,,,,,,,,,
Palermo,2018-07-18,12:35,VIA UDITORE,"(38.130365,13.325322)",,1,,,,,,,,,
Palermo,2018-07-18,13:30,VIA LANZA DI SCALEA GIUSEPPE,"(38.177463,13.308484)",,2,,,,,,,,,
Palermo,2018-07-18,13:20,VIALE MARCHESE DI VILLABIANCA,"(38.13825,13.350081)",,1,,,,,,,,,
Palermo,2018-07-19,06:50,VIA MESSINA MONTAGNE ,"(38.082902,13.430438)",,1,,,,,,,,,
Palermo,2018-07-19,12:40,PIAZZA NOCE,"(38.122193,13.333653)",,1,,,,,,,,,
Palermo,2018-07-19,12:00,VIALE REGIONE SICILIANA S.E.,"(38.091467,13.34228)",,1,,,,,,,,,
Palermo,2018-07-19,13:15,VIA XIMENES ETTORE,"(38.129624,13.357799)",,1,,,,,,,,,
Palermo,2018-07-12,11:00,PIAZZA VITTORIO VENETO ,"(38.14567,13.34248)",,,,,,,,,,,
Palermo,2018-07-19,17:25,VIALE LEONARDO DA VINCI,"(38.126898,13.320121)",,1,,,,,,,,,
Palermo,2018-07-19,22:15,VIALE PAPA GIOVANNI XXIII,"(38.085133,13.361812)",,,,,,,,,,,
Palermo,2018-07-20,01:20,VIA MARGHERITO DA BRINDISI ,"(38.189175,13.346628)",,,,,,,,,,,
Palermo,2018-07-19,13:05,VIALE STRASBURGO,"(38.157114,13.326225)",,2,,,,,,,,,
Palermo,2018-07-18,10:10,VIA SERGIO PAPA I ,"(38.153386,13.370705)",,1,,,,,,,,,
Palermo,2018-07-19,07:55,VIA TURRISI NICOLO',"(38.120134,13.352469)",,1,,,,,,,,,
Palermo,2018-07-19,08:30,VIA MESSINA MARINE ,"(38.104571,13.390227)",,1,,,,,,,,,
Palermo,2018-07-20,14:00,VIA JUVARA ALOISIO ,"(38.139131,13.361502)",,1,,,,,,,,,
Palermo,2018-07-20,16:15,VIA CORSELLI,"(38.091887,13.430473)",,1,,,,,,,,,
Palermo,2018-07-20,18:10,VIA CASTELLANA ,"(38.125831,13.289848)",,1,,,,,,,,,
Palermo,2018-07-21,02:05,VIA DI BLASI E. GIOVANNI,"(38.139557,13.344253)",,1,,,,,,,,,
Palermo,2018-07-21,03:25,VIA LEOPARDI GIACOMO,"(38.134898,13.345496)",,2,,,,,,,,,
Palermo,2018-07-21,08:30,VIA NOCE ,"(38.120285,13.338476)",,1,,,,,,,,,
Palermo,2018-07-21,12:00,CORSO CALATAFIMI ,"(38.10534,13.33586)",,,,,,,,,,,
Palermo,2018-07-21,14:00,VIA ERICE,"(38.129012,13.289813)",,2,,,,,,,,,
Palermo,2018-07-21,11:45,VIA PECORAINO FILIPPO,"(38.093907,13.402485)",,,,,,,,,,,
Palermo,2018-07-21,23:10,VIA SCIUTI GIUSEPPE ,"(38.132451,13.343428)",,3,,,,,,,,,
Palermo,2018-07-22,02:45,PIAZZA CAPONNETTO ANTONINO,"(38.135025,13.357839)",,2,,,,,,,,,
Palermo,2018-07-22,09:30,PIAZZA STURZO LUIGI,"(38.126622,13.357772)",,1,,,,,,,,,
Palermo,2018-07-22,01:00,VIA PASOLINI PIER PAOLO,"(38.116702,13.350324)",,,,,,,,,,,
Palermo,2018-07-22,11:40,VIA CRUILLAS ,"(38.140458,13.327521)",,1,,,,,,,,,
Palermo,2018-07-21,08:30,V. CROCIFISSO A PIETRATAGLIATA ,"(38.10292,13.326045)",,,,,,,,,,,
Palermo,2018-07-22,16:20,VIALE STRASBURGO,"(38.157114,13.326225)",,1,,,,,,,,,
Palermo,2018-07-23,01:15,VIALE MARGHERITA DI SAVOIA,"(38.182743,13.334042)",,2,,,,,,,,,
Palermo,2018-07-23,02:35,VIA RAMPOLLA MARIANO CARDINALE ,"(38.148759,13.36542)",,,,,,,,,,,
Palermo,2018-07-21,04:00,VIA CALA ,"(38.118896,13.367103)",,,,,,,,,,,
Palermo,2018-07-23,03:00,VIA DEL BERSAGLIERE ,"(38.146088,13.343249)",,,,,,,,,,,
Palermo,2018-07-18,18:00,VIALE GALATEA ,"(38.19857,13.31895)",,,,,,,,,,,
Palermo,2018-07-23,09:00,VIA TURRISI NICOLO',"(38.120134,13.352469)",,,,,,,,,,,
Palermo,2018-07-23,09:00,VIA TURRISI NICOLO',"(38.120134,13.352469)",,,,,,,,,,,
Palermo,2018-06-19,11:00,PZZA ORLANDO VITTORIO EMANUELE,"(38.119353,13.350968)",,,,,,,,,,,
Palermo,2018-07-15,00:25,VIA ROMA,"(38.123145,13.359885)",,,,,,,,,,,
Palermo,2018-07-17,10:00,VIALE ERCOLE,"(38.160635,13.341083)",,1,,,,,,,,,
Palermo,2018-07-19,16:10,VIA ROMA,"(38.123112,13.359906)",,1,,,,,,,,,
Palermo,2018-07-19,17:58,VIALE REGIONE SICILIANA S.E. ,"(38.0964,13.336003)",,,,,,,,,,,
Palermo,2018-07-20,08:00,VIA RE FEDERICO,"(38.120827,13.347397)",,,,,,,,,,,
Palermo,2018-07-20,10:45,VIA DODICI GENNAIO,"(38.125546,13.353354)",,1,,,,,,,,,
Palermo,2018-07-20,12:15,PZZA ORLANDO VITTORIO EMANUELE,"(38.119353,13.350968)",,1,,,,,,,,,
Palermo,2018-07-22,03:30,VIA BASILE ERNESTO,"(38.099414,13.346665)",,1,,,,,,,,,
Palermo,2018-07-20,20:00,VIA GAGINI ANTONIO,"(38.120377,13.362062)",,1,,,,,,,,,
Palermo,2018-07-23,14:50,VIA LI BASSI GIUSEPPE,"(38.100258,13.353024)",,,,,,,,,,,
Palermo,2018-07-23,16:30,VIA SAMMARTINO,"(38.126197,13.349207)",,2,,,,,,,,,
Palermo,2018-07-23,18:00,PIAZZA VILLENA,"(38.115686,13.361463)",,1,,,,,,,,,
Palermo,2018-07-23,18:40,VIA DE SALIBA ANTONIO ,"(38.13287,13.33238)",,1,,,,,,,,,
Palermo,2018-07-23,23:25,VIA BEATI PAOLI ,"(38.116282,13.355497)",,1,,,,,,,,,
Palermo,2018-07-23,23:30,VIA ARCHIMEDE ,"(38.129048,13.355298)",,,,,,,,,,,
Palermo,2018-07-24,09:50,CORSO ALBERTO AMEDEO ,"(38.117491,13.350791)",,,,,,,,,,,
Palermo,2018-07-24,10:00,VIA CALA ,"(38.119098,13.368843)",,2,,,,,,,,,
Palermo,2018-07-24,10:45,VIA DELL'ARSENALE,"(38.135606,13.364078)",,1,,,,,,,,,
Palermo,2018-07-24,10:10,VIA ORETO,"(38.100854,13.371064)",,1,,,,,,,,,
Palermo,2018-07-24,15:00,VIALE DELLA RESURREZIONE,"(38.168662,13.322213)",,2,,,,,,,,,
Palermo,2018-07-24,16:15,CORSO DEI MILLE ,"(38.090017,13.418004)",,2,,,,,,,,,
Palermo,2018-07-24,19:30,VIA EMILIANI GIUDICI PAOLO ,"(38.107878,13.364405)",,,,,,,,,,,
Palermo,2018-07-24,20:20,VIA LAUDICINA ANTONINO,"(38.094621,13.411316)",,1,,,,,,,,,
Palermo,2018-07-25,01:40,VIA GIAFAR EMIRO,"(38.093656,13.387472)",,1,,,,,,,,,
Palermo,2018-07-25,02:00,VIALE REGIONE SICILIANA ,"(38.12695,13.329134)",,2,,,,,,,,,
Palermo,2018-07-25,02:50,VIA PACINOTTI ANTONIO ,"(38.129481,13.334882)",,2,,,,,,,,,
Palermo,2018-07-25,08:00,VIALE DEL FANTE ,"(38.150729,13.341724)",,2,,,,,,,,,
Palermo,2018-07-25,08:45,VIA PITRE' GIUSEPPE,"(38.11051,13.329716)",,3,,,,,,,,,
Palermo,2018-07-25,08:30,VIA S.MARIA DI GESU',"(38.090637,13.374065)",,3,,,,,,,,,
Palermo,2018-07-24,12:00,VIA DAMIANI ALMEJDA ,"(38.130333,13.343952)",,,,,,,,,,,
Palermo,2018-07-23,08:00,VIALE REGIONE SICILIANA,"(38.116383,13.328838)",,,,,,,,,,,
Palermo,2018-07-25,14:15,PIAZZA CAPONNETTO ANTONINO,"(38.135025,13.357839)",,1,,,,,,,,,
Palermo,2018-07-22,00:00,VIA STREVA VINCENZO GEN. ,"(38.138842,13.352283)",,,,,,,,,,,
Palermo,2018-07-25,10:35,VIA CAVOUR CAMILLO ,"(38.121437,13.358598)",,,,,,,,,,,
Palermo,2018-07-24,11:20,VIALE STRASBURGO ,"(38.157114,13.326225)",,1,,,,,,,,,
Palermo,2018-07-25,15:15,VIA DELLA LIBERTA',"(38.139638,13.345806)",,1,,,,,,,,,
Palermo,2018-07-25,16:10,STRADELLA RISERVA REALE,"(38.101229,13.3162)",,1,,,,,,,,,
Palermo,2018-07-25,18:40,CORSO CALATAFIMI ,"(38.111236,13.350613)",,1,,,,,,,,,
Palermo,2018-07-25,23:50,VIA ALTOFONTE ,"(38.07928,13.32314)",,1,,,,,,,,,
Palermo,2018-07-26,00:30,VIALE REGIONE SICILIANA N.O. ,"(38.087547,13.392424)",,3,,,,,,,,,
Palermo,2018-07-26,07:40,VIALE CALTAGIRONE,"(38.128685,13.301936)",,,,,,,,,,,
Palermo,2018-07-26,11:00,VIALE GALATEA ,"(38.201161,13.324507)",,1,,,,,,,,,
Palermo,2018-07-26,12:20,P.ZZA PRINCIPE DI CAMPOREALE ,"(38.119485,13.341644)",,1,,,,,,,,,
Palermo,2018-07-26,13:20,VIA PALATUCCI GIOVANNI,"(38.136121,13.33099)",,2,,,,,,,,,
Palermo,2018-07-26,14:40,VIA STABILE MARIANO,"(38.123443,13.358825)",,2,,,,,,,,,
Palermo,2018-07-26,17:50,VIA GIAFAR EMIRO ,"(38.093531,13.387265)",,,,,,,,,,,
Palermo,2018-07-26,21:50,VIA CAVOUR CAMILLO,"(38.121672,13.359609)",,1,,,,,,,,,
Palermo,2018-07-23,07:50,VIA NOTARBARTOLO EMANUELE,"(38.132371,13.34437)",,,,,,,,,,,
Palermo,2018-07-27,07:50,PIAZZA STURZO LUIGI ,"(38.126271,13.357932)",,1,,,,,,,,,
Palermo,2018-07-26,21:00,VIALE LEONE ,"(38.197255,13.271928)",,,,,,,,,,,
Palermo,2018-07-08,18:00,VIA MORMINO IGNAZIO,"(38.175397,13.313407)",,,,,,,,,,,
Palermo,2018-07-27,13:30,VIA DEI QUARTIERI ,"(38.1626,13.328342)",,,,,,,,,,,
Palermo,2018-07-27,15:00,VIA CUSMANO GIACOMO,"(38.125563,13.34751)",,,,,,,,,,,
Palermo,2018-07-27,14:15,VIALE STRASBURGO ,"(38.157088,13.326401)",,1,,,,,,,,,
Palermo,2018-07-23,08:05,VIA LANZA DI SCALEA GIUSEPPE ,"(38.183402,13.308561)",,1,,,,,,,,,
Palermo,2018-07-23,17:00,VIALE MICHELANGELO ,"(38.139293,13.329656)",,,,,,,,,,,
Palermo,2018-07-24,12:30,VIA TRICOMI ERNESTO,"(38.101562,13.356797)",,,,,,,,,,,
Palermo,2018-07-27,14:00,VIALE REGIONE SICILIANA N.O.,"(38.144486,13.330063)",,,,,,,,,,,
Palermo,2018-07-27,17:15,VIA MARTURANO RUGGERO,"(38.145968,13.361747)",,1,,,,,,,,,
Palermo,2018-07-27,18:20,VIALE DELLE PALME,"(38.195408,13.334141)",,1,,,,,,,,,
Palermo,2018-07-27,22:35,VIALE MARGHERITA DI SAVOIA,"(38.182743,13.334042)",,1,,,,,,,,,
Palermo,2018-07-27,20:00,VIA RABIN ISAAC,"(38.145617,13.357161)",,1,,,,,,,,,
Palermo,2018-07-27,20:00,VIA MATTEI,"(38.194658,13.32149)",,5,,,,,,,,,
Palermo,2018-07-27,23:30,VIA CIACULLI,"(38.078381,13.401948)",,1,,,,,,,,,
Palermo,2018-07-28,04:45,VIA PARISIO CATALDO,"(38.12534,13.33567)",,2,,,,,,,,,
Palermo,2018-07-25,22:00,VIA ZABAN VITTORIO,"(38.091429,13.401971)",,,,,,,,,,,
Palermo,2018-07-28,09:00,VIA RESUTTANA,"(38.153362,13.334651)",,1,,,,,,,,,
Palermo,2018-07-28,11:00,VIA VITTORIO EMANUELE ,"(38.112976,13.354541)",,1,,,,,,,,,
Palermo,2018-07-28,09:50,CORSO CALATAFIMI,"(38.103631,13.331593)",,1,,,,,,,,,
Palermo,2018-07-28,12:30,VIALE AMEDEO D'AOSTA ,"(38.102811,13.385337)",,,,,,,,,,,
Palermo,2018-07-28,19:00,VIA DELLA LIBERTA',"(38.135818,13.348419)",,,,,,,,,,,
Palermo,2018-07-29,02:00,VIALE DIANA,"(38.157695,13.343996)",,,,,,,,,,,
Palermo,2018-07-29,04:10,VIA PRINCIPE DI BELMONTE,"(38.124906,13.359714)",,1,,,,,,,,,
Palermo,2018-07-29,04:50,VIA LANCIA DI BROLO DOMENICO,"(38.125178,13.334937)",,1,,,,,,,,,
Palermo,2018-07-29,10:30,VIA MARCONI GUGLIELMO,"(38.125079,13.348794)",,3,,,,,,,,,
Palermo,2018-07-30,02:45,VIALE LEONARDO DA VINCI ,"(38.12681,13.31336)",,,,,,,,,,,
Palermo,2018-07-28,11:00,VIALE REGINA ELENA,"(38.19952,13.328542)",,1,,,,,,,,,
