Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-11-27,12:00,VIA DIRILLO ,"(38.079598,13.307366)",,,,,,,,,,,
Palermo,2018-11-27,13:30,VIA RUFFO DI CALABRIA ,"(38.114275,13.294565)",,,,,,,,,,,
Palermo,2018-10-29,16:30,VIA LA FRANCA SEBASTIANO ,"(38.102556,13.364926)",,,,,,,,,,,
Palermo,2018-10-19,13:45,VIA CRISPI FRANCESCO ,"(38.126006,13.362941)",,,,,,,,,,,
Palermo,2018-11-20,09:50,VIA XX SETTEMBRE ,"(38.129323,13.351103)",,,,,,,,,,,
Palermo,2018-11-27,16:40,VIA PRINCIPE DI VILLAFRANCA ,"(38.125575,13.351452)",,,,,,,,,,,
Palermo,2018-11-27,17:35,VIA CRISPI FRANCESCO ,"(38.124954,13.363604)",,1,,,,,,,,,
Palermo,2018-11-27,18:15,VIALE DUCA DEGLI ABRUZZI ,"(38.166741,13.330328)",,,,,,,,,,,
Palermo,2018-11-27,22:30,VIALE REGIONE SICILIANA S.E. ,"(38.087415,13.359361)",,1,,,,,,,,,
Palermo,2018-11-28,10:30,VIA NIGRA COSTANTINO ,"(38.12938,13.3493)",,,,,,,,,,,
Palermo,2018-11-27,03:15,VIA NOTARBARTOLO EMANUELE ,"(38.131356,13.340486)",,2,,,,,,,,,
Palermo,2018-11-28,08:20,VIA ORETO ,"(38.104167,13.374395)",,,,,,,,,,,
Palermo,2018-11-23,07:55,PIAZZA EINSTEIN ALBERT ,"(38.128395,13.328595)",,,,,,,,,,,
Palermo,2018-11-28,12:00,PIAZZA UNITA' D'ITALIA ,"(38.137828,13.344094)",,1,,,,,,,,,
Palermo,2018-11-24,09:00,VIA MURA DI SAN VITO ,"(38.119262,13.355199)",,1,,,,,,,,,
Palermo,2018-11-28,13:00,VIA BASILE ERNESTO ,"(38.104869,13.351207)",,1,,,,,,,,,
Palermo,2018-11-28,14:00,VIA S.NICOLA ,"(38.186198,13.306757)",,1,,,,,,,,,
Palermo,2018-11-28,18:10,VIA CARNEVALE SALVATORE ,"(38.098105,13.394708)",,1,,,,,,,,,
Palermo,2018-11-28,17:00,VIA ROCCAZZO ,"(38.124876,13.312044)",,1,,,,,,,,,
Palermo,2018-11-28,17:30,PIAZZA GIULIO CESARE ,"(38.109909,13.367341)",,1,,,,,,,,,
Palermo,2018-11-27,19:30,VIA SAITTA LONGHI ,"(38.090667,13.312772)",,1,,,,,,,,,
Palermo,2018-11-27,19:30,VIA SAITTA LONGHI ,"(38.090667,13.312772)",,2,,,,,,,,,
Palermo,2018-11-27,19:30,VIA SAITTA LONGHI ,"(38.090667,13.312772)",,,,,,,,,,,
Palermo,2018-11-27,21:20,PIAZZA EINSTEIN ALBERT ,"(38.128771,13.328774)",,,,,,,,,,,
Palermo,2018-11-27,21:20,PIAZZA EINSTEIN ALBERT ,"(38.128209,13.329193)",,,,,,,,,,,
Palermo,2018-11-28,12:15,VIALE LAZIO ,"(38.14283,13.340223)",,1,,,,,,,,,
Palermo,2018-11-29,13:30,VIALE DUCA DEGLI ABRUZZI ,"(38.172056,13.327386)",,1,,,,,,,,,
Palermo,2018-11-25,03:00,VIA VILLAGRAZIA ,"(38.086549,13.348961)",,,,,,,,,,,
Palermo,2018-11-23,13:20,VIA MAJALI GIULIANO ,"(38.109294,13.360146)",,,,,,,,,,,
Palermo,2018-11-29,16:00,VIALE DELLE MAGNOLIE ,"(38.140727,13.340285)",,,,,,,,,,,
Palermo,2018-11-29,19:45,CSO FINOCCHIARO APRILE CAMILLO ,"(38.11856,13.34755)",,,,,,,,,,,
Palermo,2018-11-29,22:55,VIALE REGIONE SICILIANA S.E. ,"(38.089911,13.344167)",,1,,,,,,,,,
Palermo,2018-11-29,23:00,VIA IMPASTATO FELICIA ,"(38.11569,13.361487)",,,,,,,,,,,
Palermo,2018-11-30,02:00,VIA CALA ,"(38.119327,13.366599)",,,,,,,,,,,
Palermo,2018-11-30,07:50,VIALE MARCHESE DI VILLABIANCA ,"(38.134846,13.351577)",,4,,,,,,,,,
Palermo,2018-11-24,09:30,VIA ZAMPARRONE BALDASSARE ,"(38.123029,13.339027)",,,,,,,,,,,
Palermo,2018-11-30,09:30,VIALE LAZIO ,"(38.141893,13.337341)",,2,,,,,,,,,
Palermo,2018-11-30,09:00,VIALE DEL FANTE ,"(38.148513,13.342772)",,,,,,,,,,,
Palermo,2018-11-30,11:35,VIA PRINCIPE DI PALAGONIA ,"(38.133966,13.336416)",,,,,,,,,,,
Palermo,2018-11-30,13:05,VIALE REGIONE SICILIANA S.E. ,"(38.089167,13.346547)",,,,,,,,,,,
Palermo,2018-11-22,22:30,VIA AVERSA TOMMASO ,"(38.123419,13.334047)",,,,,,,,,,,
Palermo,2018-11-26,12:00,VIA ROCCAZZO ,"(38.124695,13.31181)",,1,,,,,,,,,
Palermo,2018-11-22,14:55,VIA PRINCIPE DI VILLAFRANCA ,"(38.124906,13.351825)",,,,,,,,,,,
Palermo,2018-11-30,18:10,VIA LI GOTTI ETTORE ,"(38.096957,13.420977)",,1,,,,,,,,,
Palermo,2018-11-30,19:20,VIA MAJORANA ETTORE ,"(38.163408,13.311562)",,1,,,,,,,,,
Palermo,2018-11-30,20:30,VIA DELLA LIBERTA' ,"(38.141295,13.344769)",,1,,,,,,,,,
Palermo,2018-11-30,23:00,VIALE STRASBURGO ,"(38.160308,13.323035)",,2,,,,,,,,,
Palermo,2018-12-01,03:30,VIA SAURO NAZARIO ,"(38.123853,13.331617)",,1,,,,,,,,,
Palermo,2018-12-01,12:30,VIA MESSINA MARINE ,"(38.09792,13.413351)",,,,,,,,,,,
Palermo,2018-12-01,13:30,VIA MESSINA MARINE ,"(38.097844,13.413247)",,,,,,,,,,,
Palermo,2018-12-01,13:50,VIA DAMIANI ALMEJDA ,"(38.130693,13.345242)",,,,,,,,,,,
Palermo,2018-12-02,00:45,VIA AURISPA GIOVANNI ,"(38.126129,13.338995)",,1,,,,,,,,,
Palermo,2018-12-02,11:00,VIA HOUEL ,"(38.122223,13.351054)",,,,,,,,,,,
Palermo,2018-12-02,17:30,VIA LINCOLN ,"(38.1125,13.370429)",,1,,,,,,,,,
Palermo,2018-12-02,20:30,VIA DUCA DELLA VERDURA ,"(38.134324,13.352751)",,1,,,,,,,,,
Palermo,2018-12-02,20:30,VIA CAPPELLO SALVATORE ,"(38.105368,13.381753)",,1,,,,,,,,,
Palermo,2018-12-01,16:30,VIA S.LORENZO ,"(38.157992,13.330349)",,1,,,,,,,,,
Palermo,2018-12-01,20:00,VIALE LAZIO ,"(38.142492,13.339219)",,4,,,,,,,,,
Palermo,2018-12-01,21:20,VIALE NICOLETTI ROSARIO ,"(38.191823,13.289647)",,1,,,,,,,,,
Palermo,2018-12-03,09:45,VIA SAMPOLO ,"(38.144828,13.346186)",,1,,,,,,,,,
Palermo,2018-12-03,09:45,VIA RIZZO AMMIRAGLIO ,"(38.143533,13.358358)",,1,,,,,,,,,
Palermo,2018-12-01,07:50,VIA DONIZETTI GAETANO ,"(38.11969,13.357333)",,1,,,,,,,,,
Palermo,2018-12-03,11:50,VIA CRISPI FRANCESCO ,"(38.124424,13.363409)",,,,,,,,,,,
Palermo,2018-10-30,18:30,VIA DAITA GAETANO ,"(38.126367,13.355397)",,,,,,,,,,,
Palermo,2018-12-03,13:15,VIA MESSINA MARINE ,"(38.097097,13.419382)",,1,,,,,,,,,
Palermo,2018-12-01,19:30,VIA MORELLO NUNZIO ,"(38.130802,13.345166)",,,,,,,,,,,
Palermo,2018-11-28,18:30,PIAZZA SETTIMO RUGGERO ,"(38.125253,13.356022)",,1,,,,,,,,,
Palermo,2018-12-03,23:55,PIAZZA BUSACCA RAFFAELE ,"(38.127206,13.342697)",,1,,,,,,,,,
Palermo,2018-11-19,14:15,PIAZZA EINSTEIN ALBERT ,"(38.127983,13.329729)",,1,,,,,,,,,
Palermo,2018-11-19,15:00,VIA MADDALENA UMBERTO ,"(38.101788,13.310457)",,1,,,,,,,,,
Palermo,2018-12-04,10:00,VIA TODARO AGOSTINO ,"(38.103927,13.366952)",,1,,,,,,,,,
Palermo,2018-12-04,11:05,VIA DELL'AUTONOMIA SICILIANA ,"(38.141644,13.353432)",,1,,,,,,,,,
Palermo,2018-12-04,12:40,VIALE DE GASPERI ALCIDE ,"(38.148645,13.331822)",,1,,,,,,,,,
Palermo,2018-12-04,13:30,VIA DI GIOVANNI FILIPPO ,"(38.162752,13.328462)",,1,,,,,,,,,
Palermo,2018-11-26,08:10,VIALE MARCHESE DI VILLABIANCA ,"(38.139325,13.349426)",,1,,,,,,,,,
Palermo,2018-12-03,18:10,VIALE GALILEO GALILEI ,"(38.13087,13.334571)",,,,,,,,,,,
Palermo,2018-12-04,16:00,VIA SERRADIFALCO ,"(38.123883,13.339648)",,1,,,,,,,,,
Palermo,2018-12-04,13:05,VIALE MICHELANGELO ,"(38.135736,13.315855)",,1,,,,,,,,,
Palermo,2018-12-05,03:00,VIA GIORDANO UMBERTO ,"(38.131277,13.340403)",,,,,,,,,,,
Palermo,2018-12-05,11:00,VIA MARINUZZI ANTONIO ,"(38.10823,13.363463)",,4,,,,,,,,,
Palermo,2018-12-05,13:30,VIA DEI CANTIERI ,"(38.135952,13.358586)",,,,,,,,,,,
Palermo,2018-11-29,16:20,PIAZZA S.FRANCESCO DI PAOLA ,"(38.120964,13.352488)",,,,,,,,,,,
Palermo,2018-12-05,14:45,PIAZZA UNITA' D'ITALIA ,"(38.137816,13.344132)",,,,,,,,,,,
Palermo,2018-12-05,15:50,VIA ORETO ,"(38.109504,13.365577)",,1,,,,,,,,,
Palermo,2018-12-05,17:35,PIAZZA PERANNI DOMENICO ,"(38.115148,13.353154)",,1,,,,,,,,,
Palermo,2018-12-05,20:35,VIALE STRASBURGO ,"(38.157088,13.326401)",,1,,,,,,,,,
Palermo,2018-12-05,17:45,VIA SETTIMO RUGGERO ,"(38.122969,13.356969)",,2,,,,,,,,,
Palermo,2018-12-05,20:30,VIA JUVARA FILIPPO ,"(38.120809,13.347329)",,,,,,,,,,,
Palermo,2018-12-06,08:15,VIA LA COLLA FRANCESCO ,"(38.100815,13.372616)",,1,,,,,,,,,
Palermo,2018-12-05,15:30,VIA AGESIA DI SIRACUSA ,"(38.182754,13.317777)",,1,,,,,,,,,
Palermo,2018-12-06,09:40,PIAZZA TURBA EUCLIDE GEN. ,"(38.10141,13.33921)",,1,,,,,,,,,
Palermo,2018-11-19,21:50,VIA IMERA ,"(38.116967,13.348805)",,1,,,,,,,,,
Palermo,2018-12-02,18:30,VIA PARTANNA MONDELLO ,"(38.195091,13.306074)",,,,,,,,,,,
Palermo,2018-12-06,13:30,VIA TERRASANTA ,"(38.129339,13.345025)",,,,,,,,,,,
Palermo,2018-12-06,12:30,VIA MONTEPELLEGRINO ,"(38.142172,13.357605)",,1,,,,,,,,,
Palermo,2018-11-23,12:15,VIA CAVOUR CAMILLO ,"(38.122284,13.362051)",,1,,,,,,,,,
Palermo,2018-12-03,19:10,VIALE REGIONE SICILIANA N.O. ,"(38.127596,13.329557)",,,,,,,,,,,
Palermo,2018-12-06,18:55,VIA LAUDICINA ANTONINO ,"(38.092428,13.40978)",,1,,,,,,,,,
Palermo,2018-12-07,00:30,VIA INDOVINA ROBERTO ,"(38.099754,13.35516)",,1,,,,,,,,,
Palermo,2018-12-06,05:45,VIALE DI VITTORIO GIUSEPPE ,"(38.096356,13.406164)",,1,,,,,,,,,
Palermo,2018-11-19,10:48,VIALE LEONARDO DA VINCI ,"(38.127571,13.325947)",,1,,,,,,,,,
Palermo,2018-12-06,02:45,VIA GOETHE ,"(38.120633,13.350644)",,,,,,,,,,,
Palermo,2018-12-04,17:30,VIA ALBIRI ,"(38.08985,13.362299)",,,,,,,,,,,
Palermo,2018-12-07,10:35,VIA DELLE MADONIE ,"(38.147144,13.332255)",,1,,,,,,,,,
Palermo,2018-12-07,09:00,VIA TOLOMEA ,"(38.206909,13.317793)",,1,,,,,,,,,
Palermo,2018-12-07,12:40,CORSO TUKORY ,"(38.109679,13.362799)",,1,,,,,,,,,
Palermo,2018-12-07,12:50,VIA AUSONIA ,"(38.15169,13.332785)",,1,,,,,,,,,
Palermo,2018-12-07,16:00,VIA BESTA FABIO ,"(38.17753,13.30887)",,,,,,,,,,,
Palermo,2018-11-19,14:00,VIA ARIOSTO LUDOVICO ,"(38.133503,13.343591)",,1,,,,,,,,,
Palermo,2018-12-07,17:30,VIA LISZT FRANZ ,"(38.13735,13.33573)",,1,,,,,,,,,
Palermo,2018-12-07,18:30,VIALE CAVARRETTA ,"(38.197457,13.317143)",,1,,,,,,,,,
Palermo,2018-12-08,01:15,VIA MESSINA MARINE ,"(38.100586,13.400552)",,1,,,,,,,,,
Palermo,2018-12-08,20:20,VIALE REGIONE SICILIANA N.O. ,"(38.13371,13.330193)",,2,,,,,,,,,
Palermo,2018-12-08,23:10,VIA PUGLISI SALVATORE ,"(38.141181,13.352354)",,2,,,,,,,,,
Palermo,2018-12-09,08:10,PIAZZA CAPONNETTO ANTONINO ,"(38.13509,13.357951)",,1,,,,,,,,,
Palermo,2018-12-09,11:45,VIALE LAZIO ,"(38.140061,13.331642)",,,,,,,,,,,
Palermo,2018-12-09,16:00,PIAZZA NASCE' FRANCESCO ,"(38.127908,13.356332)",,1,,,,,,,,,
Palermo,2018-12-10,02:00,VIALE LEONARDO DA VINCI ,"(38.128812,13.330104)",,,,,,,,,,,
Palermo,2018-12-09,18:15,VIA ANGELITTI FILIPPO ,"(38.129181,13.336132)",,,,,,,,,,,
Palermo,2018-12-09,20:40,CSO FINOCCHIARO APRILE CAMILLO ,"(38.118207,13.34606)",,1,,,,,,,,,
Palermo,2018-12-09,23:15,FORO UMBERTO I ,"(38.117566,13.372877)",,1,,,,,,,,,
Palermo,2018-12-10,07:10,VIA VIOLA EMANUELE ,"(38.148624,13.314415)",,,,,,,,,,,
Palermo,2018-12-10,08:30,VIALE DE GASPERI ALCIDE ,"(38.14969,13.333572)",,,,,,,,,,,
Palermo,2018-12-10,08:30,VIA SAURO NAZARIO ,"(38.122067,13.332877)",,1,,,,,,,,,
Palermo,2018-11-27,22:00,VIALE REGIONE SICILIANA N.O. ,"(38.185313,13.28913)",,,,,,,,,,,
Palermo,2018-12-10,10:30,VIA DELLA LIBERTA' ,"(38.135286,13.348659)",,1,,,,,,,,,
Palermo,2018-12-10,10:50,VIALE LEONARDO DA VINCI ,"(38.127772,13.326049)",,,,,,,,,,,
Palermo,2018-12-10,13:00,VIA SIRACUSA ,"(38.128106,13.352766)",,,,,,,,,,,
Palermo,2018-12-10,14:05,VIA RIZZO AMMIRAGLIO ,"(38.143871,13.360699)",,1,,,,,,,,,
Palermo,2018-12-09,22:00,VIA DELL'ORSA MAGGIORE ,"(38.093488,13.361244)",,,,,,,,,,,
Palermo,2018-12-10,16:15,VIA CRISPI FRANCESCO ,"(38.128472,13.361301)",,1,,,,,,,,,
Palermo,2018-12-10,20:05,VIA PADRE ROSARIO DA PARTANNA ,"(38.170481,13.320281)",,1,,,,,,,,,
Palermo,2018-12-07,11:00,CORSO CALATAFIMI ,"(38.105167,13.335686)",,1,,,,,,,,,
Palermo,2018-12-11,09:30,VIALE REGIONE SICILIANA S.E. ,"(38.098518,13.332892)",,1,,,,,,,,,
Palermo,2018-12-11,10:00,VIA SETTEMBRINI LUIGI ,"(38.124318,13.330731)",,,,,,,,,,,
Palermo,2018-12-11,11:00,VIA LULLI GIOVAN BATTISTA ,"(38.129485,13.33925)",,1,,,,,,,,,
Palermo,2018-12-10,20:15,VIA BADIA ,"(38.136829,13.318357)",,1,,,,,,,,,
Palermo,2018-12-11,17:45,VIA IMPERATORE FEDERICO ,"(38.14642,13.350581)",,1,,,,,,,,,
Palermo,2018-12-11,15:00,VIA CAMPOLO GIOVANNI ,"(38.128695,13.335333)",,1,,,,,,,,,
Palermo,2018-12-11,20:45,VIA BASILE ERNESTO ,"(38.100417,13.347237)",,1,,,,,,,,,
Palermo,2018-12-10,10:30,VIA CAMPOLO GIOVANNI ,"(38.128236,13.333206)",,1,,,,,,,,,
Palermo,2018-12-12,09:00,VIA BERNINI GIAN LORENZO ,"(38.132651,13.327909)",,1,,,,,,,,,
Palermo,2018-12-08,14:30,VIALE PRINCIPE DI SCALEA ,"(38.197305,13.330552)",,,,,,,,,,,
Palermo,2018-12-04,19:15,VIA PECORAINO FILIPPO ,"(38.087637,13.42134)",,,,,,,,,,,
Palermo,2018-12-12,13:00,VIA LUCANIA ,"(38.14307,13.335976)",,,,,,,,,,,
Palermo,2018-12-11,10:15,VIALE DEL FANTE ,"(38.146877,13.343851)",,,,,,,,,,,
Palermo,2018-12-12,15:00,VIA MESSINA MARINE ,"(38.098014,13.410931)",,,,,,,,,,,
Palermo,2018-12-12,14:30,VIA LINCOLN ,"(38.112251,13.369435)",,1,,,,,,,,,
Palermo,2018-12-12,18:20,VIALE STRASBURGO ,"(38.154335,13.329145)",,1,,,,,,,,,
Palermo,2018-12-12,20:15,VIA ALTOFONTE ,"(38.099076,13.337747)",,,,,,,,,,,
Palermo,2018-12-12,23:45,VIA BONANNO GIOVANNI ,"(38.14187,13.346072)",,1,,,,,,,,,
Palermo,2018-12-13,05:30,VIA MONTEPELLEGRINO ,"(38.137266,13.358357)",,1,,,,,,,,,
Palermo,2018-12-13,09:00,VIALE REGIONE SICILIANA ,"(38.133396,13.330218)",,1,,,,,,,,,
Palermo,2018-12-13,11:00,VIA DELL'ORSA MINORE ,"(38.091594,13.365124)",,,,,,,,,,,
Palermo,2018-12-12,17:30,VIA DELL'ORSA MINORE ,"(38.093974,13.366889)",,,,,,,,,,,
Palermo,2018-12-06,23:30,CORSO DEI MILLE ,"(38.096762,13.39605)",,1,,,,,,,,,
Palermo,2018-12-10,09:45,CORSO DEI MILLE ,"(38.103141,13.378515)",,,,,,,,,,,
Palermo,2018-12-13,12:15,VIA LANCIA DI BROLO DOMENICO ,"(38.122608,13.336147)",,,,,,,,,,,
Palermo,2018-12-06,16:00,CSO FINOCCHIARO APRILE CAMILLO ,"(38.11856,13.34755)",,1,,,,,,,,,
Palermo,2018-12-13,14:05,VIA RESUTTANA ,"(38.15544,13.33202)",,1,,,,,,,,,
Palermo,2018-12-13,18:30,VIA MESSINA MONTAGNE ,"(38.082902,13.430438)",,1,,,,,,,,,
Palermo,2018-12-07,10:30,CSO FINOCCHIARO APRILE CAMILLO ,"(38.118766,13.348803)",,,,,,,,,,,
Palermo,2018-12-11,16:00,CORSO CALATAFIMI ,"(38.107013,13.339702)",,1,,,,,,,,,
Palermo,2018-12-14,13:30,VIA PRINCIPE DI PATERNO' ,"(38.140191,13.341981)",,,,,,,,,,,
Palermo,2018-12-14,16:00,VIALE REGIONE SICILIANA S.E. ,"(38.103147,13.330422)",,,,,,,,,,,
Palermo,2018-12-14,17:45,VIA OBERDAN GUGLIELMO ,"(38.119045,13.342602)",,,,,,,,,,,
Palermo,2018-12-14,20:00,VIALE MARGHERITA DI SAVOIA ,"(38.176324,13.336064)",,1,,,,,,,,,
Palermo,2018-12-14,21:15,VIALE REGIONE SICILIANA N.O. ,"(38.11193,13.330246)",,2,,,,,,,,,
Palermo,2018-12-14,21:30,VIA PARUTA FILIPPO ,"(38.090919,13.320825)",,1,,,,,,,,,
Palermo,2018-12-15,01:15,VIA ROMA ,"(38.118434,13.36255)",,3,,,,,,,,,
Palermo,2018-12-15,01:45,VIA CUSMANO GIACOMO ,"(38.124681,13.347835)",,2,,,,,,,,,
Palermo,2018-12-15,06:30,VIALE LAZIO ,"(38.141876,13.3373)",,1,,,,,,,,,
Palermo,2018-12-15,07:30,VIALE REGIONE SICILIANA S.E. ,"(38.093915,13.338999)",,1,,,,,,,,,
Palermo,2018-12-15,07:00,VIA DELL'ORSA MINORE ,"(38.095645,13.36975)",,2,,,,,,,,,
Palermo,2018-12-15,22:05,VIA RESTIVO EMPEDOCLE ,"(38.14765,13.333682)",,,,,,,,,,,
Palermo,2018-12-15,23:00,VIA DELL'ERMELLINO ,"(38.086008,13.360384)",,,,,,,,,,,
Palermo,2018-12-15,23:15,VIA DEI CANTIERI ,"(38.137097,13.36344)",,,,,,,,,,,
Palermo,2018-12-16,03:30,VIALE STRASBURGO ,"(38.160016,13.32337)",,1,,,,,,,,,
Palermo,2018-12-06,06:45,LUNGOMARE COLOMBO CRISTOFORO ,"(38.165964,13.365788)",,1,,,,,,,,,
Palermo,2018-12-16,17:35,VIA VITALI VINCENZO ,"(38.098619,13.348618)",,1,,,,,,,,,
Palermo,2018-12-16,19:00,VIALE REGIONE SICILIANA N.O. ,"(38.085627,13.412972)",,4,,,,,,,,,
Palermo,2018-12-17,01:30,VIA BALCH EMILY ,"(38.086831,13.344328)",,1,,,,,,,,,
Palermo,2018-12-15,06:12,VIA MARCHESE DI ROCCAFORTE ,"(38.144351,13.345714)",,,,,,,,,,,
Palermo,2018-12-17,02:30,VIA MONGITORE ANTONINO ,"(38.109907,13.356135)",,3,,,,,,,,,
Palermo,2018-12-17,08:20,VIALE REGIONE SICILIANA S.E. ,"(38.087116,13.347776)",,,,,,,,,,,
Palermo,2018-12-17,10:00,VIA VITTORIO EMANUELE ,"(38.116983,13.364486)",,1,,,,,,,,,
Palermo,2018-12-17,14:35,VIA PITRE' GIUSEPPE ,"(38.110308,13.322979)",,3,,,,,,,,,
Palermo,2018-12-15,08:40,VIA LANZA DI SCALEA GIUSEPPE ,"(38.183112,13.304194)",,1,,,,,,,,,
Palermo,2018-12-17,18:15,VIA HOLM ADOLFO ,"(38.124985,13.332424)",,2,,,,,,,,,
Palermo,2018-12-17,20:30,CORSO CALATAFIMI ,"(38.10658,13.339146)",,1,,,,,,,,,
Palermo,2018-12-18,00:30,VIA SCROFANI SAVERIO ,"(38.143973,13.347223)",,1,,,,,,,,,
Palermo,2018-12-18,07:45,VIALE MARGHERITA DI SAVOIA ,"(38.189984,13.33268)",,1,,,,,,,,,
Palermo,2018-12-18,07:50,VIA UDITORE ,"(38.127572,13.328122)",,1,,,,,,,,,
Palermo,2018-12-18,09:00,VIA ORETO ,"(38.096076,13.374365)",,1,,,,,,,,,
Palermo,2018-12-18,10:45,VIA CRISPI FRANCESCO ,"(38.129609,13.360636)",,,,,,,,,,,
Palermo,2018-12-18,12:15,VIALE REGIONE SICILIANA N.O. ,"(38.127598,13.329694)",,1,,,,,,,,,
Palermo,2018-12-18,12:00,PIAZZA GIOVANNI PAOLO II PAPA ,"(38.15155,13.33987)",,,,,,,,,,,
Palermo,2018-12-18,14:30,VIA NETTUNO ,"(38.196882,13.316285)",,,,,,,,,,,
Palermo,2018-12-16,09:00,VIA LAUDICINA ANTONINO ,"(38.092448,13.410005)",,,,,,,,,,,
Palermo,2018-12-18,14:30,VIA SAMPOLO ,"(38.136395,13.355029)",,1,,,,,,,,,
Palermo,2018-12-05,18:40,VIA RESTIVO EMPEDOCLE ,"(38.14602,13.334776)",,,,,,,,,,,
Palermo,2018-12-11,12:50,VIA CRISPI FRANCESCO ,"(38.129609,13.360636)",,,,,,,,,,,
Palermo,2018-12-13,15:00,VIA DI BARTOLOMEO LEONARDO ,"(38.11047,13.364328)",,1,,,,,,,,,
Palermo,2018-12-13,10:30,VIA FAZELLO TOMMASO ,"(38.108345,13.366089)",,,,,,,,,,,
Palermo,2018-12-10,15:10,VIA UDITORE ,"(38.129005,13.32645)",,,,,,,,,,,
Palermo,2018-12-17,11:00,VIA SETTIMO RUGGERO ,"(38.123482,13.356281)",,1,,,,,,,,,
Palermo,2018-12-17,13:00,VIA CRISPI FRANCESCO ,"(38.122559,13.365237)",,,,,,,,,,,
Palermo,2018-12-18,15:45,VIALE REGIONE SICILIANA N.O. ,"(38.129336,13.329791)",,1,,,,,,,,,
Palermo,2018-12-18,17:50,VIA MONTEPELLEGRINO ,"(38.136895,13.358687)",,1,,,,,,,,,
Palermo,2018-12-18,20:30,VIA DUCA DELLA VERDURA ,"(38.135228,13.355231)",,1,,,,,,,,,
Palermo,2018-12-19,01:00,VIA CALA ,"(38.118695,13.367592)",,,,,,,,,,,
Palermo,2018-12-19,01:00,VIA BOCCADIFALCO ,"(38.10902,13.307752)",,,,,,,,,,,
Palermo,2018-12-15,04:00,VIALE DEL FANTE ,"(38.162011,13.333514)",,,,,,,,,,,
Palermo,2018-12-19,08:10,VIA GRAVINA BENEDETTO ,"(38.126941,13.360612)",,1,,,,,,,,,
Palermo,2018-12-19,11:10,VIA SANTANGELO G.B. ,"(38.17181,13.309119)",,1,,,,,,,,,
Palermo,2018-12-19,12:10,SVINCOLO DI SALVO ROSARIO ,"(38.149052,13.326521)",,,,,,,,,,,
Palermo,2018-12-18,12:50,VIA PITRE' GIUSEPPE ,"(38.110439,13.33523)",,,,,,,,,,,
Palermo,2018-12-19,18:30,PIAZZA EINSTEIN ALBERT ,"(38.128932,13.330344)",,,,,,,,,,,
Palermo,2018-12-19,23:20,VIA TRINACRIA ,"(38.149109,13.338061)",,,,,,,,,,,
Palermo,2018-12-20,00:15,VIALE REGIONE SICILIANA ,"(38.090092,13.375148)",,,,,,,,,,,
Palermo,2018-12-20,09:35,VIA NOTARBARTOLO EMANUELE ,"(38.133245,13.347371)",,1,,,,,,,,,
Palermo,2018-12-20,11:20,VIALE LEONARDO DA VINCI ,"(38.12683,13.318183)",,1,,,,,,,,,
Palermo,2018-12-20,10:50,VIA LANZA DI SCALEA GIUSEPPE ,"(38.183402,13.308561)",,1,,,,,,,,,
Palermo,2018-12-19,10:40,VIA NOTARBARTOLO EMANUELE ,"(38.133528,13.349515)",,,,,,,,,,,
Palermo,2018-12-20,12:30,CORSO CALATAFIMI ,"(38.107052,13.339665)",,1,,,,,,,,,
Palermo,2018-12-20,19:30,VIALE REGIONE SICILIANA S.E. ,"(38.103017,13.330331)",,,,,,,,,,,
Palermo,2018-12-21,01:20,VIA CATANIA ,"(38.128414,13.350739)",,,,,,,,,,,
Palermo,2018-12-21,05:10,VIALE LAZIO ,"(38.141876,13.337343)",,3,,,,,,,,,
Palermo,2018-12-21,06:00,VIA PECORAINO FILIPPO ,"(38.094764,13.399914)",,1,,,,,,,,,
Palermo,2018-12-21,13:15,VIALE REGIONE SICILIANA N.O. ,"(38.139658,13.330415)",,1,,,,,,,,,
Palermo,2018-12-21,13:50,VIA CILEA FRANCESCO ,"(38.13722,13.33676)",,,,,,,,,,,
Palermo,2018-12-21,08:10,VIALE GALATEA ,"(38.200329,13.322291)",,1,,,,,,,,,
Palermo,2018-12-21,20:15,VIA ANTONELLO DA MESSINA ,"(38.137054,13.35978)",,,,,,,,,,,
Palermo,2018-12-21,23:55,VIA RESUTTANA ,"(38.1515,13.336604)",,2,,,,,,,,,
Palermo,2018-12-22,03:00,VIA SAMMARTINO ,"(38.128215,13.347901)",,3,,,,,,,,,
Palermo,2018-12-22,10:05,VIALE MICHELANGELO ,"(38.135815,13.316208)",,,,,,,,,,,
Palermo,2018-12-22,12:40,VIA DE SPUCHES GIUSEPPE ,"(38.123872,13.351413)",,1,,,,,,,,,
Palermo,2018-12-22,15:40,P.ZZA PRINCIPE DI CAMPOREALE ,"(38.120568,13.340047)",,2,,,,,,,,,
Palermo,2018-12-22,12:45,VIA NENNI PIETRO ,"(38.15516,13.32021)",,1,,,,,,,,,
Palermo,2018-12-22,21:15,VIA MATTEI ENRICO ,"(38.092634,13.398324)",,2,,,,,,,,,
Palermo,2018-12-22,23:40,VIA DANTE ,"(38.12232,13.344525)",,1,,,,,,,,,
Palermo,2018-12-23,01:30,VIA PIETRATAGLIATA MONREALE ,"(38.102438,13.323511)",,,,,,,,,,,
