ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione
3760309,Roma,VIA AURELIA,Asciutto,Asfaltata,Ore Diurne
3760309,Roma,VIA AURELIA,Asciutto,Asfaltata,Ore Diurne
3760309,Roma,VIA AURELIA,Asciutto,Asfaltata,Ore Diurne
3760320,Roma,VIA NICOLO' PICCOLOMINI,Asciutto,Asfaltata,Sufficiente
3760320,Roma,VIA NICOLO' PICCOLOMINI,Asciutto,Asfaltata,Sufficiente
3760320,Roma,VIA NICOLO' PICCOLOMINI,Asciutto,Asfaltata,Sufficiente
3760329,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne
3760329,Roma,VIA DI BOCCEA,Asciutto,Asfaltata,Ore Diurne
3760331,Roma,VIA RATTAZZI,Bagnato (umidit? in atto),Asfaltata,Sufficiente
3760331,Roma,VIA RATTAZZI,Bagnato (umidit? in atto),Asfaltata,Sufficiente
3760331,Roma,VIA RATTAZZI,Bagnato (umidit? in atto),Asfaltata,Sufficiente
3760337,Roma,VIA URBANO II,Asciutto,Asfaltata,Sufficiente
3760337,Roma,VIA URBANO II,Asciutto,Asfaltata,Sufficiente
3760342,Roma,VIA ANASTASIO II,Asciutto,Asfaltata,Ore Diurne
3760342,Roma,VIA ANASTASIO II,Asciutto,Asfaltata,Ore Diurne
3760345,Roma,VIA MATTIA BATTISTINI,Asciutto,Asfaltata,Ore Diurne
3760345,Roma,VIA MATTIA BATTISTINI,Asciutto,Asfaltata,Ore Diurne
3760346,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3760346,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3760346,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3760346,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3760346,Roma,VIA CRISTOFORO COLOMBO,Asciutto,Asfaltata,Ore Diurne
3760347,Roma,VIA DI TORRE ROSSA,Asciutto,Asfaltata,Ore Diurne
3760347,Roma,VIA DI TORRE ROSSA,Asciutto,Asfaltata,Ore Diurne
3760347,Roma,VIA DI TORRE ROSSA,Asciutto,Asfaltata,Ore Diurne
3760361,Roma,VIA CALTAGIRONE,Asciutto,Asfaltata,Ore Diurne
3760361,Roma,VIA CALTAGIRONE,Asciutto,Asfaltata,Ore Diurne
3760366,Roma,VIA FLAVIA,Asciutto,Asfaltata,Sufficiente
3760366,Roma,VIA FLAVIA,Asciutto,Asfaltata,Sufficiente
3760414,Roma,VIALE OCEANIA,Asciutto,Asfaltata,Ore Diurne
3760414,Roma,VIALE OCEANIA,Asciutto,Asfaltata,Ore Diurne
3760454,Roma,VIA ROCCA DI PAPA,Asciutto,Asfaltata,Ore Diurne
3760454,Roma,VIA ROCCA DI PAPA,Asciutto,Asfaltata,Ore Diurne
3760454,Roma,VIA ROCCA DI PAPA,Asciutto,Asfaltata,Ore Diurne
3760477,Roma,LARGO VISCONTI VENOSTA,Asciutto,Asfaltata,Ore Diurne
3760477,Roma,LARGO VISCONTI VENOSTA,Asciutto,Asfaltata,Ore Diurne
3760477,Roma,LARGO VISCONTI VENOSTA,Asciutto,Asfaltata,Ore Diurne
3760552,Roma,VIALE GUGLIELMO MARCONI,Asciutto,Asfaltata,Ore Diurne
3760552,Roma,VIALE GUGLIELMO MARCONI,Asciutto,Asfaltata,Ore Diurne
